,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,labels
NPB,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.3512758,-0.14324057,-0.33492336,-0.35386646,-0.37161905,0.29714453,0.09627191,-0.3732995,0.21916759,-0.0916103,0.8435823,-0.33924076,-0.37578377,0.5680816,-0.53041106,-0.2642536,-0.07159077,-0.153475,0.84791255,0.5068108,-0.6023623,0.05456867,-0.732863,0.40656617,0.51099277,0.005210182,0.008873051,0.06893788,0.36962348,0.3256311,-0.40999216,0.1532912,-0.82917017,-0.1796269,0.6653069,0.5101375,2.2906413,1.7305322,-0.19468588,1.1632438,-0.2724866,-0.34918836,1.3726456,-0.069464214,0.43939295,0.91143346,1.4727257,2.2906415,1.8793269,0.32454035,-0.11416963,1.8465173,1.9161817,2.2906415,3.3152668,-0.35747463,0.40073577,0.0
NOS2,-0.31004956,0.8310877,-0.36630076,2.930587,0.253809,-0.27514467,0.027728043,1.7237991,0.35646224,-0.43505645,1.4485914,0.22200651,1.3518972,-0.40537044,1.0463753,1.2499273,1.975627,0.84312075,1.1951617,0.39549863,3.4419649,1.9142704,1.2359799,1.1049806,3.693647,2.1164198,-0.21868834,1.5990125,0.28906503,2.0340312,1.502818,0.7712958,-0.3227252,-0.31984034,-0.7119895,0.46505955,0.8378242,-0.6629795,1.3705944,0.57164043,-0.62525606,0.98029196,0.59310657,0.867942,-0.02412333,-0.057460424,-0.061607342,1.3099804,-0.82917017,-0.50466835,-1.5030656,-1.4265393,0.3921875,1.7305322,1.3299303,-0.36611068,-0.37048587,-0.7911863,-0.8520138,1.155708,-1.0449564,-0.32965577,-0.6461558,0.39218754,-0.34279275,2.0937304,-2.5411718,0.09069764,0.051684298,0.39218754,0.1209777,0.5503851,-0.58504516,1.0
MYH8,0.4166682,-0.15678845,-0.36630076,2.932397,1.6699408,3.1734555,4.4645367,0.6634329,1.1670648,2.7661214,0.4590835,1.453059,0.3606856,4.26206,1.0754673,3.1108124,1.1097367,4.013985,1.7850473,2.1378675,0.4958894,3.6031716,3.639122,1.97737,5.111353,2.1683826,3.8103094,4.441044,1.342834,4.8498716,3.169858,-0.06785374,4.198546,-0.79775774,-0.8127217,-0.8200052,-0.83866435,3.9697733,-0.8368895,-0.7414457,-0.82874537,-0.7944824,-0.85164565,-0.84370196,-0.82285285,-0.8822633,-0.81575817,1.7208413,1.2060251,-0.50466835,-1.5030656,-2.0075424,-0.07915276,-0.5778569,-0.1888426,0.43814713,-0.2724866,-0.34918836,0.673796,0.2779337,0.011134755,0.86660564,0.88066,-0.079152755,0.6939183,-0.62901723,0.82521164,0.33201882,0.6355981,-0.079152755,0.08606743,-0.26191044,-0.2534684,0.0
DGAT2,-0.31004956,-0.15730739,-0.36630076,-0.4674756,-0.69487053,-0.26743338,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.0066006887,-0.14147553,-0.40537044,0.23931415,0.3305761,-0.41404316,0.24884796,-0.13461901,0.994069,-0.39615908,0.20110732,-0.43157983,-0.3134926,0.11334913,-0.34506616,-0.3473255,-0.42778605,-0.38174087,-0.54678494,-0.33356026,0.9158617,0.8566486,3.011419,1.3234695,-0.49900517,-0.78854847,0.9374142,-0.1519558,-0.7053819,-0.21963154,0.47450408,0.57563174,0.81351143,1.7701629,-0.8340662,0.4728812,1.1050301,1.2060251,-0.44095284,0.6653069,0.5746932,-0.57667863,-0.5778569,-0.19518429,-0.1849317,-0.46848515,-0.07718964,-0.43424577,2.3808863,-1.0562775,0.21094656,-0.2703986,-0.57667863,0.347083,-0.37044978,0.68093807,-0.034123667,0.41411358,-0.57667863,-0.50740707,-0.35747463,0.39520425,0.0
FKTN,-0.31004956,-0.48673418,-0.36630076,0.38064662,0.21597038,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.2757815,-0.14683507,-0.40537044,0.18928236,-0.5959015,-0.5476273,-0.5595776,-0.50460637,-0.47746697,-0.5984329,-0.56171364,-0.5615513,-0.39866683,-0.56827444,-0.58377945,-0.51637286,-0.49357888,-0.5101711,-0.5337269,-0.48766634,-0.5348577,-0.6390283,-0.6811835,-0.28191704,-0.582888,0.27660105,-0.2748705,-0.60686266,-0.1715007,-0.8164827,-0.7080939,-0.12734663,-0.79638773,-0.35274765,-0.57315755,-0.7533658,-0.65010947,-0.82917017,-0.50466835,-1.5030656,0.63924915,-0.5897714,-0.5778569,-0.19600888,0.19931382,-0.2724866,0.9768053,0.87008935,0.29824138,0.87153375,0.59114504,1.2851517,-0.5897714,0.6514694,-0.9561741,1.0271946,-0.0008379842,0.48257247,-0.5897714,-0.48995194,-0.40525672,-0.32457253,0.0
SERPINH1,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.22491671,-0.6517486,0.0046100104,0.6628772,2.8292055,1.1583617,-0.5232038,0.46321368,-0.15875587,-0.40537044,-0.5805805,-0.5959015,-0.5704378,-0.5034928,-0.5026874,-0.28662285,-0.47042876,-0.5324401,-0.50687754,-0.38937166,-0.55752355,-0.34143612,-0.3157842,-0.52133745,-0.26965335,-0.33746484,-0.4523188,-0.3031488,0.6907944,-0.0190184,0.27783635,-0.78387195,1.1126364,2.0570402,0.3759563,0.21809106,-0.1796161,1.1102302,0.4358468,-0.76259184,0.30744928,0.018057648,-0.3755471,0.41915357,1.2060251,-0.1796269,0.6653069,0.7038051,-0.052967183,-0.5778569,-0.19633289,1.2963624,-0.2724866,1.7928015,1.2614137,-0.7656446,0.83215624,0.90221655,1.0701766,-0.052967183,0.86900496,-0.85198724,0.96627915,0.34866166,0.67989504,-0.052967183,0.22570848,-0.40525672,0.22232713,0.0
MYL5,-0.31004956,0.17168681,-0.36630076,0.38203135,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25264397,-0.6455928,-0.40537044,-0.5805805,-0.5959015,0.7689568,-0.5506983,-0.21237227,-0.3918264,-0.055110354,0.42583,-0.103445664,1.2604926,0.52324677,0.20642179,-0.42524296,-0.1990288,-0.45628962,-0.008816508,-0.435173,0.27135098,-0.0046174275,-0.24411568,-0.2902429,0.5080455,-0.26253554,0.68235695,-0.43356127,-0.07122742,-0.7804084,-0.27166364,-0.59296423,-0.6656507,-0.23544452,-0.85857296,-0.37758183,-0.66777223,1.2060251,-0.50466835,-1.5030656,0.7038051,-0.18389504,-0.5778569,-0.18280782,0.33654433,-0.17448731,-0.34918836,0.24354465,0.24949536,0.057657097,0.95982236,0.22616811,-0.18389504,0.51672363,-0.48365447,0.6328469,0.27376887,0.4181406,-0.18389504,-0.071028754,-0.23801939,0.11943982,0.0
PAPPA,-0.31004956,0.4846009,1.7912537,0.38210884,3.5162709,0.4995725,0.55545187,0.66226363,1.1474361,-0.43505645,-0.5232038,2.1530628,4.78119,2.664244,-0.5805805,2.1781323,-0.016734233,0.0048581283,-0.5174906,-0.10164723,-0.00790432,-0.14968769,0.17296897,2.14179,-0.06481132,0.5977438,-0.22361392,-0.119718194,0.8808718,-0.3029048,0.3803888,0.26759154,2.8128488,-0.081832126,-0.3014148,1.1141996,-0.8280324,-0.63416976,-0.45548624,0.14869256,0.99636227,-0.60895073,0.16878602,3.0610058,-0.19270672,-0.43938196,1.8725572,-0.20075294,1.2060251,-0.4729906,0.6653069,-0.45820102,-0.5635859,-0.5778569,-0.040010367,-0.2947161,-0.37048587,-0.21318898,-1.4766434,0.71289146,-1.1073076,-0.5790763,-1.665644,-0.5635858,0.12966415,-0.3966184,0.65208334,-0.067409344,-0.19396222,-0.5635858,-0.54231733,-0.28580147,-2.1879582,0.0
PLXNA3,1.1393803,0.82309586,-0.36630076,-0.4674756,0.694222,1.2654346,0.5699714,0.6628626,0.35874635,-0.43505645,0.46133825,0.968445,2.3150947,-0.40537044,3.4622433,0.32765743,-0.45653144,0.6109789,0.9261451,-0.5202478,5.6203732,-0.40693796,-0.457164,1.7428905,1.581855,2.0406845,0.9173415,0.47394094,-0.27073365,0.12784691,-0.23791477,0.8184773,0.6817536,0.15661988,0.32388374,0.45917127,0.6789172,0.6214845,0.38554472,0.48442662,0.25504982,0.271129,1.14739,-0.43013504,0.5854965,-0.3828923,-0.51509714,0.53040457,1.2060251,-0.4729906,0.6653069,0.5101375,-0.14461666,-0.5778569,0.06032805,-0.5808445,0.21750978,1.8268013,-0.6331121,1.1990098,-1.3151346,0.48241696,-0.32823315,-0.14461668,0.13291194,0.26310167,-0.4187472,0.22384036,0.20873699,-0.14461668,-0.24558008,0.0725642,0.42908266,0.0
SCG2,1.1437002,0.1742346,-0.36630076,-0.4674756,0.2574959,0.11740787,2.2718236,-0.4201376,1.1918187,-0.43505645,-0.5232038,-0.74412304,-0.14121315,1.1546944,-0.5805805,1.2595541,-0.08927754,-0.45059577,-0.47863168,-0.4084286,-0.4623078,-0.28350285,-0.26675713,-0.17960633,-0.5999916,-0.19430795,-0.07458211,-0.5294737,-0.43069044,-0.36960375,0.004474915,-0.13298772,1.3239264,0.71182656,2.3923612,0.23299739,3.168917,-0.019667324,-0.5460901,-0.60132605,-0.7645592,1.0581229,0.9792825,-0.19098078,1.9930099,-0.45326102,2.8634484,0.06713329,-0.82917017,-0.50466835,-1.5030656,-0.5873127,0.3529092,1.7305322,-0.19637266,1.3225029,-0.37048587,-0.7911863,0.74886304,0.19354919,0.1867091,0.7198249,0.9222254,0.35290918,0.6505224,0.13182816,-0.23600064,0.47348297,0.78056985,0.35290918,0.6446317,-0.23801939,-0.07206022,0.0
ATRN,-0.31004956,0.16746382,-0.36630076,-0.4674756,0.2401074,0.87286663,-0.51688725,-0.4201376,-0.46643153,1.15995,1.4441282,1.4230994,0.35523206,1.1370047,0.26276258,-0.5959015,-0.4493129,-0.54368484,-0.30096674,-0.5237782,-0.12990068,-0.53494775,-0.5779557,-0.45672053,-0.59470814,-0.41065404,-0.51145494,-0.5054775,-0.011603084,-0.5178925,-0.47296977,-0.4780886,0.21467891,-0.34939268,-0.5732866,-0.5350351,-0.64252687,-0.5879668,-0.7819632,-0.32730222,-0.5628488,-0.29491127,-0.22954892,-0.5532837,-0.3100908,-0.5626966,-0.7772665,-0.26785603,1.2060251,-0.4729906,0.6653069,0.7038051,-0.64214253,-0.5778569,-0.19649075,-1.5297909,-0.2724866,-0.5871872,-0.18651327,-1.5234727,0.8852544,-1.1523021,-0.25231078,-0.64214253,-1.1085579,-0.99836457,0.3635362,-1.7982647,-1.2409801,-0.64214253,-0.54231733,-0.42914775,-2.4334867,0.0
ILF3,-0.31004956,0.48844174,3.7619267,1.1771079,0.6054879,-0.26982486,0.015295232,-0.4201376,-0.46643153,-0.43505645,-0.5232038,0.4163448,-0.15104285,-0.40537044,0.967044,-0.5959015,-0.45830536,-0.56899524,-0.31662056,-0.5182545,-0.5642455,-0.55118483,-0.5825706,-0.39982983,-0.43225002,-0.5021046,-0.56308746,-0.4757226,-0.38568693,-0.49183896,-0.4985985,-0.496767,-0.5187948,-0.5271703,-0.06426172,-0.39280617,0.107837945,-0.12454967,-0.39193827,-0.7280463,-0.2717719,-0.22969735,0.5600204,-0.548951,0.005197412,-0.20962228,-0.56729776,-0.48025906,1.2060251,0.73273087,0.6653069,0.7038051,-0.39337963,-0.5778569,-0.18738787,0.73017913,0.51150763,0.09280955,-0.5116464,-0.006517106,-0.7470514,-0.54451275,-0.3703211,-0.39337963,-0.5658,0.3999163,-0.58866936,-0.11733787,-0.78995705,-0.39337963,-0.5248622,0.00089106575,-1.3909628,0.0
EDAR,-0.31004956,0.47836706,-0.36630076,-0.4674756,1.5885966,-0.6517486,0.035344485,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.2683363,-0.6455928,-0.40537044,1.1035609,-0.5959015,1.7714062,-0.30012122,-0.23515862,1.1581414,-0.22320357,0.17520228,1.4998474,0.87835324,1.6499484,-0.26381183,0.85764825,0.30143595,-0.45992222,2.4189706,0.0500651,-0.16791782,1.4503791,3.7397084,1.2572509,2.9981458,-0.48124552,1.3907264,1.3494139,2.94276,0.8887987,1.8339868,0.68922234,-0.8150882,1.3746347,-0.31617427,1.0463064,-0.41408443,-0.82917017,0.20425828,0.6653069,-1.620207,-0.6290498,-0.5778569,-0.19649075,1.3520501,-0.37048587,-0.3151885,2.2450354,0.095986895,2.100675,1.9391215,1.9981122,-0.6290498,0.6688708,-0.9916396,1.0496372,-0.009159405,0.48659945,-0.6290498,-0.5248622,-0.42914775,-0.36931947,0.0
IFI27,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26627642,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,1.1539652,-0.5805805,0.33162346,4.605938,-0.32785016,0.5752821,0.40733528,0.74568146,1.68836,-0.50218785,3.1429608,2.180097,0.90853965,2.7432394,0.28529674,0.24286887,-0.16776465,0.879167,6.773958,0.36039588,-0.27858505,-0.50859994,0.5094681,-0.44391972,3.1907907,-0.254953,0.07712671,1.0771954,1.2570072,-0.20980106,0.5404381,-0.72195446,-0.03843855,0.23669492,1.5412542,-0.82917017,-0.50466835,-1.5030656,0.7038051,-0.105338335,-0.5778569,-0.19614793,1.2884555,-0.46848515,-0.72318655,0.5902513,0.4741887,0.02794672,0.951593,0.18847547,-0.10533833,0.5968582,-0.41487467,0.56231314,0.32369742,0.4060596,-0.10533833,0.0686123,-0.28580147,-0.31674898,0.0
RAD51B,-0.31004956,-0.15639271,-0.36630076,0.38210618,-0.69487053,0.08254147,-0.51688725,-0.4201376,0.33384916,-0.43505645,-0.5232038,-0.25409204,-0.6455928,-0.40537044,-0.5805805,0.3287529,-0.44374043,-0.5060056,-0.5286956,-0.49338156,-0.44918475,-0.45106477,-0.4822148,-0.22340238,-0.5766044,-0.52853024,-0.35594386,-0.4737831,-0.42384046,-0.391971,-0.5684013,-0.3393424,-0.33145922,-0.1079838,-0.19542354,0.6484196,-0.73629284,-0.523049,-0.76234937,-0.6148228,-0.61879414,0.07514879,-0.42849845,-0.26445702,-0.3628156,-0.65354997,-0.14141646,-0.52060986,-0.82917017,0.26428682,0.6653069,-0.26453322,0.18270294,1.7305322,-0.07165277,0.51580155,0.21750978,-0.11118945,0.29976267,0.3201361,-0.30129218,0.81875354,0.30237663,0.18270296,-0.0635676,2.254767,-2.4898746,0.4901258,0.24497992,0.18270296,0.3828047,-0.1902373,0.3748218,1.0
TLK1,0.4131524,-0.48673418,-0.36630076,0.37602225,1.0935785,0.4943056,1.0911679,-0.4201376,-0.46643153,1.1574976,0.44175166,-0.04640268,1.841807,-0.40537044,-0.5805805,-0.5959015,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,-0.061555255,-0.5405538,-0.32221764,-0.4347296,-0.57034475,-0.21179672,-0.4329191,-0.3824609,-0.19520812,-0.69615513,-0.50153583,-0.7070022,-0.336347,-0.55405784,-0.56709933,-0.1594478,1.2060251,-0.50466835,-1.5030656,0.7038051,-0.6290498,-0.5778569,-0.19648768,-1.5297909,-0.2724866,0.26280874,-0.25858027,-1.4020132,0.7977853,-1.1715934,-0.31900954,-0.6290498,0.50728637,-0.9849147,0.9855156,-0.16726638,0.32954675,-0.6290498,-0.55977243,-0.38136566,-0.48695296,0.0
RAB6A,-0.31004956,-0.15632078,-0.36630076,-0.4674756,-0.22166996,-0.6517486,1.1427656,1.7050385,-0.46643153,-0.43505645,0.46467093,-0.74412304,0.34196624,-0.40537044,0.23839319,0.3286642,-0.481973,-0.5523418,-0.4659702,-0.52030146,-0.6091398,-0.48923257,-0.48640847,-0.44334313,-0.56759566,-0.49931967,-0.56604815,-0.51764613,-0.34218302,-0.4204806,-0.45173,-0.53677624,-0.6033988,-0.746748,-0.77979785,-0.7042187,-0.732331,-0.47317207,-0.31567472,-0.40112594,-0.5029247,-0.63823664,-0.57556725,-0.7816067,-0.7993376,-0.7675564,-0.5365006,-0.43846703,1.2060251,-0.023088533,0.6653069,0.7038051,1.0075486,1.7305322,0.27894533,-0.39592808,1.0995033,-0.38318813,-0.43043312,0.23237745,-1.0908797,0.74427825,-0.3446997,1.0075485,-0.039941017,0.2721762,-0.18470338,0.92283964,-0.040936522,1.0075485,0.48753548,1.1715523,-0.2298832,0.0
TRIM63,0.4167684,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.26623803,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49666944,-0.6455928,-0.40537044,-0.5805805,-0.5959015,0.06759239,-0.20137827,-0.47255793,-0.43828213,0.26920798,1.6941,0.60782266,-0.03715066,-0.3405636,0.1460915,2.311148,-0.0072411015,-0.073105514,1.6339698,-0.39646146,1.7656357,0.6671769,1.2581753,1.0748092,0.35162675,1.4047402,2.9258997,1.8616041,3.5172055,2.5750172,2.4106164,1.2732606,2.6331377,1.9706539,2.4554205,3.5277417,-0.42872065,1.2060251,-0.50466835,-1.5030656,-1.4265393,2.6310537,1.7305322,-0.19247825,1.1854315,-0.2724866,-0.11118945,1.4292328,-0.37665504,-0.41361544,0.90221655,1.2700548,2.631054,2.111081,0.61297673,-1.338892,2.0462315,2.1014233,2.631054,3.73419,-0.30969253,0.5927167,0.0
MTHFD2L,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.23990458,-0.6517486,-0.51688725,-0.4201376,0.3568973,-0.43505645,-0.5232038,-0.25563833,-0.14335233,2.6981394,0.26585966,-0.5959015,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,0.38641825,-0.35644397,-0.67852366,0.5453047,-0.43990904,-0.6588238,-0.82109094,-0.6199845,-0.6814806,-0.4935112,1.0960752,-0.07512997,-0.6857298,-0.8074782,-0.6926863,-0.22598039,1.2060251,-0.40963504,0.6653069,0.44558156,-0.44575077,-0.5778569,-0.1592206,0.31939042,-0.2724866,-0.7571864,0.48949626,0.85322267,-0.3365829,1.0318297,0.5961444,-0.44575077,0.61811674,-0.7877945,0.88933325,0.10734048,0.45438352,-0.44575077,-0.35031086,-0.33358356,-0.24774101,0.0
NFKBIE,-0.31004956,-0.48673418,-0.36630076,1.2325085,-0.69487053,-0.6517486,0.03813964,-0.4201376,0.36304536,-0.43505645,-0.5232038,-0.49610338,-0.14153177,-0.40537044,-0.5805805,-0.5959015,0.067580774,-0.33787587,-0.4981566,0.2051203,0.391296,0.06932751,0.14814244,-0.30407912,0.17504062,-0.21066509,-0.27220985,-0.16790934,-0.011663839,0.17631225,-0.34560555,-0.47377768,0.39760473,0.02172096,-0.4171691,-0.7800209,0.3040128,0.10012325,-0.097900786,0.22458711,-0.07983469,0.51871216,-0.27489275,-0.043342177,-0.49307066,-0.7645123,0.042585246,-0.0013520272,1.2060251,-0.4350166,0.6653069,0.63924915,0.19579574,1.7305322,-0.19168417,0.8186325,0.021511242,-0.7571864,-0.07168148,0.11129843,-0.06403972,0.79148823,0.13124438,0.19579574,-0.57835704,1.9409988,-2.38728,0.4901258,-0.24228613,0.19579574,0.26061875,0.00089106575,0.74736243,1.0
TECR,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.22333272,-0.265971,0.041388154,0.66345096,-0.46643153,-0.43505645,-0.5232038,-0.2503437,-0.6455928,-0.40537044,0.2640339,0.33162725,-0.5423725,-0.57342046,-0.5206745,-0.5292352,-0.5863547,-0.5493583,-0.51594627,-0.43693396,-0.60227275,-0.5614526,-0.54371226,-0.5065289,-0.48347807,-0.5026557,-0.559245,-0.50690556,-0.46329743,-0.6827446,-0.37528414,-0.14339201,-0.60848725,0.20179936,-0.7496652,-0.5149104,-0.12007797,0.10541219,-0.62577504,-0.3045732,-0.44258305,-0.47492835,0.019626498,-0.3857884,1.2060251,0.7506224,0.6653069,0.7038051,-0.57667863,-0.5778569,0.013993831,-1.1455454,-0.2724866,-0.72318655,-1.9666394,1.4551995,-1.3655037,-0.4803234,-2.0753868,-0.57667863,0.43685216,-0.7315343,0.8733028,-0.059087925,0.30538478,-0.57667863,-0.54231733,-0.30969253,-2.778524,0.0
LRFN2,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,1.2060251,-0.18789066,0.6653069,-1.9429865,-0.53740025,-0.5778569,-0.18398324,0.31138536,-0.17448731,-0.34918836,-0.34739292,-0.27485502,0.18321456,-0.73543495,-0.12800288,-0.53740025,0.40969124,-0.75878996,0.81238735,-0.11733787,0.28122285,-0.53740025,-0.47249678,-0.33358356,0.027417392,0.0
NPS,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,-0.50466835,-1.5030656,-2.0720983,2.5655901,1.7305322,-0.13445954,0.10272641,-0.07648803,-0.34918836,0.27010703,-0.5747417,0.12895925,0.8836979,0.09917344,2.56559,0.48754728,0.17289923,-0.06607844,1.9879814,0.28122285,2.56559,3.5247285,-0.1424552,-0.045818597,0.0
STXBP2,-0.31004956,0.17432128,1.7921194,-0.4674756,0.24447863,0.50390494,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.46303725,0.22554587,-0.6455928,1.143808,-0.5805805,0.32991403,-0.019113058,-0.25587627,-0.4753072,-0.035351306,-0.6130181,-0.32931882,0.05379904,0.35988444,-0.21886142,-0.5302941,-0.42338806,-0.008814033,-0.49583465,-0.3518141,-0.091010176,0.3391429,-0.50515175,0.26327643,-0.7895403,-0.2024468,0.3249301,-0.7222267,-0.2170874,-0.20556852,-0.28272283,0.51543266,-0.36643255,0.9467498,-0.27302986,-0.16105494,2.0208318,-0.31991053,1.2060251,-0.20041443,0.6653069,0.63924915,-0.5897714,-0.5778569,-0.19534053,-0.6652385,-0.2724866,0.77280635,-0.81355584,1.0860136,-0.8110243,-0.6185774,-0.59788287,-0.5897714,0.41116437,-0.6334204,0.82200557,-0.042445086,0.32954675,-0.5897714,-0.5248622,-0.35747463,0.42716545,0.0
SPTA1,2.5825312,4.4375,-0.36630076,13.958392,11.452448,2.3348694,12.584029,7.1599207,2.8190813,5.926761,11.17466,3.841301,8.791509,10.372662,2.6440144,2.166436,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,0.23997654,0.7240866,-0.8127217,-0.8200052,-0.26378903,0.6979079,0.84995514,0.5236344,0.3231216,0.13451736,-0.10880192,-0.84370196,-0.82285285,0.40348762,1.0330715,-0.17814334,1.2060251,-0.50466835,-1.5030656,-1.8784306,0.41837308,1.7305322,-0.02610166,-0.014676561,0.21750978,-0.34918836,-0.3564239,0.32987377,-0.57752186,0.5739916,-0.37471017,0.4183731,-0.056894917,0.2485801,-0.1334061,0.49844724,0.031549335,0.4183731,0.0686123,0.66984034,0.3668487,0.0
SGIP1,-0.31004956,0.1720933,3.9201405,1.2285347,0.7199666,0.03793686,2.1593373,-0.4201376,-0.46643153,-0.43505645,-0.5232038,1.1390774,-0.18877244,1.1214372,1.0859414,0.32539263,0.71220124,4.14971,0.9711707,5.328536,1.5317822,1.9633408,2.5435364,0.12923206,0.82581687,3.8841882,1.8547981,4.533843,1.7104015,2.4872398,3.715658,2.3573833,-0.009078156,-0.22722393,0.33314186,-0.34162974,0.2550389,2.268921,0.24322544,1.3280437,-0.7213098,0.69115376,0.31875247,0.5331063,0.6701245,0.2488965,0.31693715,1.9752221,1.2060251,-0.50466835,-1.5030656,-0.13542156,0.88971335,1.7305322,-0.18332237,1.0623214,-0.2724866,-0.043189783,0.8204139,0.42792052,-0.16130795,0.88862944,0.8224813,0.8897134,0.7404286,1.4512388,-2.1820908,0.9478039,0.9899735,0.8897134,1.2730165,-0.118564166,-0.51614755,0.0
SFTPA1,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,0.09309793,-0.51688725,-0.4201376,-0.46643153,1.1661142,-0.5232038,0.22942866,0.35213,1.148032,-0.5805805,-0.5959015,2.9371967,1.7436422,1.2403361,-0.393264,-0.015133936,2.7881227,1.9456573,5.823225,1.6580279,-0.01785734,2.4673817,1.1118587,1.427939,-0.3077285,1.9368937,0.88231003,-0.69468766,-0.79775774,3.0414767,-0.38529217,-0.83866435,1.1827359,4.7961774,2.8646693,-0.82874537,0.50219357,-0.85164565,-0.84370196,-0.82285285,5.877916,-0.81575817,-0.6709902,-0.82917017,-0.50466835,-1.5030656,-1.8138747,-0.47193632,-0.5778569,-0.045400854,-0.6114019,0.21750978,-0.17918916,-1.4421229,1.065368,-0.93706006,-0.07543671,-1.6824309,-0.47193635,0.30367815,-0.37243202,0.49819154,0.024126276,0.24900691,-0.47193635,-0.50740707,-0.16634625,-0.52459514,0.0
